District,Date,LEA,District_Total_Enrollment,Campus,Campus_ID,Cases_Student_New,Cases_Staff_New,Case_Source_Campus,Case_Source_OffCampus,Case_Source_Unknown
FT SAM HOUSTON ISD,2021-10-03,015914,1527,NA,NA,NA,NA,NA,NA,NA
NORTHSIDE ISD,2021-10-03,015915,102631,NA,NA,152,19,17,52,102
JUDSON ISD,2021-10-03,015916,23771,NA,NA,61,5,12,54,0
SOUTHSIDE ISD,2021-10-03,015917,5661,NA,NA,14,1,2,9,4
JOHNSON CITY ISD,2021-10-03,016901,603,NA,NA,NA,0,NA,NA,NA
BLANCO ISD,2021-10-03,016902,1011,NA,NA,NA,NA,NA,NA,NA
BORDEN COUNTY ISD,2021-10-03,017901,238,NA,NA,NA,NA,NA,NA,NA
CLIFTON ISD,2021-10-03,018901,958,NA,NA,8,2,0,0,10
MERIDIAN ISD,2021-10-03,018902,409,NA,NA,NA,0,NA,NA,NA
MORGAN ISD,2021-10-03,018903,137,NA,NA,NA,NA,NA,NA,NA
VALLEY MILLS ISD,2021-10-03,018904,606,NA,NA,NA,NA,NA,NA,NA
WALNUT SPRINGS ISD,2021-10-03,018905,166,NA,NA,NA,NA,NA,NA,NA
IREDELL ISD,2021-10-03,018906,144,NA,NA,NA,NA,NA,NA,NA
KOPPERL ISD,2021-10-03,018907,179,NA,NA,NA,0,NA,NA,NA
CRANFILLS GAP ISD,2021-10-03,018908,128,NA,NA,NA,NA,NA,NA,NA
DEKALB ISD,2021-10-03,019901,722,NA,NA,NA,0,NA,NA,NA
HOOKS ISD,2021-10-03,019902,838,NA,NA,NA,0,NA,NA,NA
MAUD ISD,2021-10-03,019903,482,NA,NA,0,2,0,2,0
NEW BOSTON ISD,2021-10-03,019905,1181,NA,NA,NA,NA,NA,NA,NA
REDWATER ISD,2021-10-03,019906,1096,NA,NA,NA,NA,NA,NA,NA
TEXARKANA ISD,2021-10-03,019907,7596,NA,NA,16,2,1,0,17
LIBERTY-EYLAU ISD,2021-10-03,019908,2263,NA,NA,NA,0,NA,NA,NA
SIMMS ISD,2021-10-03,019909,491,NA,NA,NA,NA,NA,NA,NA
MALTA ISD,2021-10-03,019910,217,NA,NA,NA,NA,NA,NA,NA
RED LICK ISD,2021-10-03,019911,505,NA,NA,NA,1,NA,NA,NA
PLEASANT GROVE ISD,2021-10-03,019912,2224,NA,NA,NA,2,NA,NA,NA
HUBBARD ISD,2021-10-03,019913,73,NA,NA,NA,NA,NA,NA,NA
LEARY ISD,2021-10-03,019914,109,NA,NA,NA,NA,NA,NA,NA
ALVIN ISD,2021-10-03,020901,26835,NA,NA,88,11,0,0,99
ANGLETON ISD,2021-10-03,020902,6780,NA,NA,NA,NA,NA,NA,NA
DANBURY ISD,2021-10-03,020904,700,NA,NA,NA,NA,NA,NA,NA
BRAZOSPORT ISD,2021-10-03,020905,11374,NA,NA,NA,NA,NA,NA,NA
SWEENY ISD,2021-10-03,020906,1830,NA,NA,NA,NA,NA,NA,NA
COLUMBIA-BRAZORIA ISD,2021-10-03,020907,2841,NA,NA,NA,0,NA,NA,NA
PEARLAND ISD,2021-10-03,020908,21011,NA,NA,54,5,0,1,58
DAMON ISD,2021-10-03,020910,108,NA,NA,NA,NA,NA,NA,NA
BRAZOS SCHOOL FOR INQUIRY & CREATIVITY,2021-10-03,021803,318,NA,NA,NA,NA,NA,NA,NA
ARROW ACADEMY,2021-10-03,021805,673,NA,NA,NA,0,NA,NA,NA
COLLEGE STATION ISD,2021-10-03,021901,13610,NA,NA,62,6,0,0,68
BRYAN ISD,2021-10-03,021902,15765,NA,NA,35,10,0,0,45
TERLINGUA CSD,2021-10-03,022004,94,NA,NA,NA,NA,NA,NA,NA
ALPINE ISD,2021-10-03,022901,944,NA,NA,NA,2,NA,NA,NA
MARATHON ISD,2021-10-03,022902,59,NA,NA,NA,NA,NA,NA,NA
SAN VICENTE ISD,2021-10-03,022903,7,NA,NA,0,1,0,1,0
SILVERTON ISD,2021-10-03,023902,183,NA,NA,NA,0,NA,NA,NA
BROOKS COUNTY ISD,2021-10-03,024901,1425,NA,NA,NA,NA,NA,NA,NA
BANGS ISD,2021-10-03,025901,822,NA,NA,NA,NA,NA,NA,NA
BROWNWOOD ISD,2021-10-03,025902,3404,NA,NA,NA,NA,NA,NA,NA
BLANKET ISD,2021-10-03,025904,145,NA,NA,NA,NA,NA,NA,NA
MAY ISD,2021-10-03,025905,245,NA,NA,NA,0,NA,NA,NA
ZEPHYR ISD,2021-10-03,025906,197,NA,NA,NA,NA,NA,NA,NA
BROOKESMITH ISD,2021-10-03,025908,153,NA,NA,NA,NA,NA,NA,NA
EARLY ISD,2021-10-03,025909,1131,NA,NA,NA,NA,NA,NA,NA
CALDWELL ISD,2021-10-03,026901,1705,NA,NA,21,2,0,0,23
SOMERVILLE ISD,2021-10-03,026902,531,NA,NA,NA,0,NA,NA,NA
SNOOK ISD,2021-10-03,026903,511,NA,NA,NA,1,NA,NA,NA
BURNET CISD,2021-10-03,027903,3105,NA,NA,NA,NA,NA,NA,NA
MARBLE FALLS ISD,2021-10-03,027904,4041,NA,NA,NA,NA,NA,NA,NA
LOCKHART ISD,2021-10-03,028902,6106,NA,NA,NA,NA,NA,NA,NA
LULING ISD,2021-10-03,028903,1394,NA,NA,NA,1,NA,NA,NA
PRAIRIE LEA ISD,2021-10-03,028906,226,NA,NA,NA,NA,NA,NA,NA
CALHOUN COUNTY ISD,2021-10-03,029901,3673,NA,NA,NA,4,NA,NA,NA
CROSS PLAINS ISD,2021-10-03,030901,364,NA,NA,NA,NA,NA,NA,NA
CLYDE CISD,2021-10-03,030902,1387,NA,NA,9,1,0,0,10
BAIRD ISD,2021-10-03,030903,283,NA,NA,NA,NA,NA,NA,NA
EULA ISD,2021-10-03,030906,448,NA,NA,NA,NA,NA,NA,NA
UNIVERSITY OF TEXAS RIO GRANDE VALLEY,2021-10-03,031505,0,NA,NA,NA,NA,NA,NA,NA
BROWNSVILLE ISD,2021-10-03,031901,39352,NA,NA,67,8,0,0,75
HARLINGEN CISD,2021-10-03,031903,17817,NA,NA,NA,NA,NA,NA,NA
LA FERIA ISD,2021-10-03,031905,3091,NA,NA,NA,0,NA,NA,NA
LOS FRESNOS CISD,2021-10-03,031906,10509,NA,NA,14,0,0,14,0
POINT ISABEL ISD,2021-10-03,031909,2073,NA,NA,NA,NA,NA,NA,NA
RIO HONDO ISD,2021-10-03,031911,1734,NA,NA,NA,1,NA,NA,NA
SAN BENITO CISD,2021-10-03,031912,9723,NA,NA,0,2,0,2,0
SANTA MARIA ISD,2021-10-03,031913,572,NA,NA,NA,NA,NA,NA,NA
SANTA ROSA ISD,2021-10-03,031914,939,NA,NA,5,1,0,1,5
SOUTH TEXAS ISD,2021-10-03,031916,4163,NA,NA,NA,1,NA,NA,NA
PITTSBURG ISD,2021-10-03,032902,2355,NA,NA,NA,3,NA,NA,NA
GROOM ISD,2021-10-03,033901,138,NA,NA,NA,NA,NA,NA,NA
PANHANDLE ISD,2021-10-03,033902,654,NA,NA,NA,0,NA,NA,NA
WHITE DEER ISD,2021-10-03,033904,365,NA,NA,NA,NA,NA,NA,NA
ATLANTA ISD,2021-10-03,034901,1859,NA,NA,NA,1,NA,NA,NA
AVINGER ISD,2021-10-03,034902,134,NA,NA,NA,NA,NA,NA,NA
HUGHES SPRINGS ISD,2021-10-03,034903,1169,NA,NA,NA,NA,NA,NA,NA
LINDEN-KILDARE CISD,2021-10-03,034905,635,NA,NA,NA,NA,NA,NA,NA
MCLEOD ISD,2021-10-03,034906,392,NA,NA,NA,0,NA,NA,NA
QUEEN CITY ISD,2021-10-03,034907,954,NA,NA,NA,0,NA,NA,NA
BLOOMBURG ISD,2021-10-03,034909,251,NA,NA,NA,NA,NA,NA,NA
DIMMITT ISD,2021-10-03,035901,1160,NA,NA,NA,1,NA,NA,NA
HART ISD,2021-10-03,035902,215,NA,NA,NA,NA,NA,NA,NA
NAZARETH ISD,2021-10-03,035903,248,NA,NA,NA,NA,NA,NA,NA
ANAHUAC ISD,2021-10-03,036901,1314,NA,NA,NA,2,NA,NA,NA
BARBERS HILL ISD,2021-10-03,036902,6421,NA,NA,22,1,0,23,0
EAST CHAMBERS ISD,2021-10-03,036903,1425,NA,NA,NA,NA,NA,NA,NA
ALTO ISD,2021-10-03,037901,607,NA,NA,NA,0,NA,NA,NA
JACKSONVILLE ISD,2021-10-03,037904,4635,NA,NA,10,4,0,3,11
RUSK ISD,2021-10-03,037907,1959,NA,NA,NA,0,NA,NA,NA
NEW SUMMERFIELD ISD,2021-10-03,037908,529,NA,NA,NA,NA,NA,NA,NA
WELLS ISD,2021-10-03,037909,242,NA,NA,NA,NA,NA,NA,NA
CHILDRESS ISD,2021-10-03,038901,998,NA,NA,NA,NA,NA,NA,NA
HENRIETTA ISD,2021-10-03,039902,889,NA,NA,15,3,0,18,0
PETROLIA CISD,2021-10-03,039903,433,NA,NA,NA,0,NA,NA,NA
BELLEVUE ISD,2021-10-03,039904,148,NA,NA,NA,NA,NA,NA,NA
MIDWAY ISD,2021-10-03,039905,129,NA,NA,NA,NA,NA,NA,NA
MORTON ISD,2021-10-03,040901,355,NA,NA,NA,NA,NA,NA,NA
WHITEFACE CISD,2021-10-03,040902,328,NA,NA,NA,NA,NA,NA,NA
BRONTE ISD,2021-10-03,041901,243,NA,NA,NA,NA,NA,NA,NA
ROBERT LEE ISD,2021-10-03,041902,254,NA,NA,NA,NA,NA,NA,NA
COLEMAN ISD,2021-10-03,042901,825,NA,NA,11,2,0,2,11
SANTA ANNA ISD,2021-10-03,042903,266,NA,NA,NA,1,NA,NA,NA
PANTHER CREEK CISD,2021-10-03,042905,148,NA,NA,NA,NA,NA,NA,NA
IMAGINE INTERNATIONAL ACADEMY OF NORTH TEXAS,2021-10-03,043801,1419,NA,NA,NA,NA,NA,NA,NA
LONE STAR LANGUAGE ACADEMY,2021-10-03,043802,207,NA,NA,NA,NA,NA,NA,NA
ALLEN ISD,2021-10-03,043901,21641,NA,NA,41,12,0,0,53
ANNA ISD,2021-10-03,043902,3959,NA,NA,22,1,0,1,22
CELINA ISD,2021-10-03,043903,3023,NA,NA,6,1,0,2,5
FARMERSVILLE ISD,2021-10-03,043904,1889,NA,NA,NA,NA,NA,NA,NA
FRISCO ISD,2021-10-03,043905,63758,NA,NA,131,18,23,10,116
MCKINNEY ISD,2021-10-03,043907,23180,NA,NA,54,16,0,0,70
MELISSA ISD,2021-10-03,043908,3984,NA,NA,18,2,7,0,13
PLANO ISD,2021-10-03,043910,49933,NA,NA,75,15,0,11,79
PRINCETON ISD,2021-10-03,043911,5959,NA,NA,25,3,7,4,17
PROSPER ISD,2021-10-03,043912,19412,NA,NA,62,13,0,5,70
WYLIE ISD,2021-10-03,043914,17513,NA,NA,69,13,0,0,82
BLUE RIDGE ISD,2021-10-03,043917,862,NA,NA,NA,2,NA,NA,NA
COMMUNITY ISD,2021-10-03,043918,2769,NA,NA,NA,NA,NA,NA,NA
LOVEJOY ISD,2021-10-03,043919,4231,NA,NA,NA,NA,NA,NA,NA
WELLINGTON ISD,2021-10-03,044902,532,NA,NA,NA,NA,NA,NA,NA
COLUMBUS ISD,2021-10-03,045902,1536,NA,NA,NA,NA,NA,NA,NA
RICE CISD,2021-10-03,045903,1225,NA,NA,NA,0,NA,NA,NA
WEIMAR ISD,2021-10-03,045905,668,NA,NA,NA,0,NA,NA,NA
TRINITY CHARTER SCHOOL,2021-10-03,046802,424,NA,NA,NA,NA,NA,NA,NA
NEW BRAUNFELS ISD,2021-10-03,046901,9260,NA,NA,9,8,0,3,14
COMAL ISD,2021-10-03,046902,25680,NA,NA,143,22,35,65,65
COMANCHE ISD,2021-10-03,047901,1223,NA,NA,NA,1,NA,NA,NA
DE LEON ISD,2021-10-03,047902,738,NA,NA,NA,NA,NA,NA,NA
GUSTINE ISD,2021-10-03,047903,141,NA,NA,NA,NA,NA,NA,NA
SIDNEY ISD,2021-10-03,047905,142,NA,NA,NA,NA,NA,NA,NA
EDEN CISD,2021-10-03,048901,229,NA,NA,NA,0,NA,NA,NA
PAINT ROCK ISD,2021-10-03,048903,236,NA,NA,NA,NA,NA,NA,NA
GAINESVILLE ISD,2021-10-03,049901,3054,NA,NA,NA,NA,NA,NA,NA
MUENSTER ISD,2021-10-03,049902,533,NA,NA,0,1,0,1,0
VALLEY VIEW ISD,2021-10-03,049903,890,NA,NA,NA,0,NA,NA,NA
CALLISBURG ISD,2021-10-03,049905,1083,NA,NA,NA,NA,NA,NA,NA
ERA ISD,2021-10-03,049906,481,NA,NA,NA,NA,NA,NA,NA
LINDSAY ISD,2021-10-03,049907,485,NA,NA,NA,0,NA,NA,NA
WALNUT BEND ISD,2021-10-03,049908,55,NA,NA,NA,NA,NA,NA,NA
SIVELLS BEND ISD,2021-10-03,049909,48,NA,NA,NA,NA,NA,NA,NA
EVANT ISD,2021-10-03,050901,301,NA,NA,NA,NA,NA,NA,NA
GATESVILLE ISD,2021-10-03,050902,2758,NA,NA,NA,2,NA,NA,NA
OGLESBY ISD,2021-10-03,050904,186,NA,NA,NA,3,NA,NA,NA
JONESBORO ISD,2021-10-03,050909,319,NA,NA,NA,NA,NA,NA,NA
COPPERAS COVE ISD,2021-10-03,050910,8029,NA,NA,47,10,10,20,27
PADUCAH ISD,2021-10-03,051901,185,NA,NA,NA,NA,NA,NA,NA
CRANE ISD,2021-10-03,052901,1088,NA,NA,5,1,1,0,5
CROCKETT COUNTY CONSOLIDATED CSD,2021-10-03,053001,756,NA,NA,NA,NA,NA,NA,NA
CROSBYTON CISD,2021-10-03,054901,317,NA,NA,NA,NA,NA,NA,NA
LORENZO ISD,2021-10-03,054902,226,NA,NA,NA,0,NA,NA,NA
RALLS ISD,2021-10-03,054903,475,NA,NA,NA,0,NA,NA,NA
CULBERSON COUNTY-ALLAMOORE ISD,2021-10-03,055901,363,NA,NA,NA,NA,NA,NA,NA
DALHART ISD,2021-10-03,056901,1600,NA,NA,NA,NA,NA,NA,NA
TEXLINE ISD,2021-10-03,056902,195,NA,NA,NA,NA,NA,NA,NA
PEGASUS SCHOOL OF LIBERAL ARTS AND SCIENCES,2021-10-03,057802,507,NA,NA,NA,NA,NA,NA,NA
UPLIFT EDUCATION,2021-10-03,057803,21215,NA,NA,43,1,0,32,12
TEXANS CAN ACADEMIES,2021-10-03,057804,4453,NA,NA,14,2,0,1,15
LUMIN EDUCATION,2021-10-03,057805,255,NA,NA,NA,0,NA,NA,NA
ADVANTAGE ACADEMY,2021-10-03,057806,1185,NA,NA,NA,0,NA,NA,NA
LIFE SCHOOL,2021-10-03,057807,5518,NA,NA,13,1,0,0,14
UNIVERSAL ACADEMY,2021-10-03,057808,2351,NA,NA,NA,NA,NA,NA,NA
NOVA ACADEMY,2021-10-03,057809,121,NA,NA,NA,NA,NA,NA,NA
ACADEMY OF DALLAS,2021-10-03,057810,323,NA,NA,NA,NA,NA,NA,NA
TRINITY BASIN PREPARATORY,2021-10-03,057813,4183,NA,NA,6,1,0,3,4
ACADEMY FOR ACADEMIC EXCELLENCE,2021-10-03,057814,279,NA,NA,NA,NA,NA,NA,NA
A W BROWN LEADERSHIP ACADEMY,2021-10-03,057816,1357,NA,NA,NA,NA,NA,NA,NA
JEAN MASSIEU ACADEMY,2021-10-03,057819,193,NA,NA,NA,NA,NA,NA,NA
NOVA ACADEMY SOUTHEAST,2021-10-03,057827,600,NA,NA,NA,NA,NA,NA,NA
WINFREE ACADEMY CHARTER SCHOOLS,2021-10-03,057828,1235,NA,NA,NA,0,NA,NA,NA
A+ ACADEMY,2021-10-03,057829,1449,NA,NA,NA,NA,NA,NA,NA
INSPIRED VISION ACADEMY,2021-10-03,057830,1283,NA,NA,NA,0,NA,NA,NA
GATEWAY CHARTER ACADEMY,2021-10-03,057831,756,NA,NA,NA,NA,NA,NA,NA
EDUCATION CENTER INTERNATIONAL ACADEMY,2021-10-03,057833,535,NA,NA,NA,NA,NA,NA,NA
EVOLUTION ACADEMY CHARTER SCHOOL,2021-10-03,057834,715,NA,NA,NA,NA,NA,NA,NA
GOLDEN RULE CHARTER SCHOOL,2021-10-03,057835,1480,NA,NA,0,1,1,0,0
ST ANTHONY SCHOOL,2021-10-03,057836,323,NA,NA,NA,NA,NA,NA,NA
LA ACADEMIA DE ESTRELLAS,2021-10-03,057839,996,NA,NA,NA,NA,NA,NA,NA
RICHLAND COLLEGIATE HIGH SCHOOL,2021-10-03,057840,485,NA,NA,NA,NA,NA,NA,NA
CITYSCAPE SCHOOLS,2021-10-03,057841,1183,NA,NA,NA,NA,NA,NA,NA
MANARA ACADEMY,2021-10-03,057844,626,NA,NA,NA,NA,NA,NA,NA
UME PREPARATORY ACADEMY,2021-10-03,057845,1250,NA,NA,NA,2,NA,NA,NA
LEGACY PREPARATORY,2021-10-03,057846,1535,NA,NA,NA,1,NA,NA,NA
VILLAGE TECH SCHOOLS,2021-10-03,057847,1188,NA,NA,NA,NA,NA,NA,NA
INTERNATIONAL LEADERSHIP OF TEXAS (ILTEXAS),2021-10-03,057848,20761,NA,NA,54,4,0,0,58
PIONEER TECHNOLOGY & ARTS ACADEMY,2021-10-03,057850,1544,NA,NA,NA,NA,NA,NA,NA
BRIDGEWAY PREPARATORY ACADEMY,2021-10-03,057851,105,NA,NA,NA,NA,NA,NA,NA
CARROLLTON-FARMERS BRANCH ISD,2021-10-03,057903,24938,NA,NA,64,9,4,20,49
CEDAR HILL ISD,2021-10-03,057904,7301,NA,NA,NA,NA,NA,NA,NA
DALLAS ISD,2021-10-03,057905,144828,NA,NA,NA,0,NA,NA,NA
DESOTO ISD,2021-10-03,057906,7998,NA,NA,NA,NA,NA,NA,NA
DUNCANVILLE ISD,2021-10-03,057907,11784,NA,NA,NA,NA,NA,NA,NA
GARLAND ISD,2021-10-03,057909,53816,NA,NA,12,1,0,13,0
GRAND PRAIRIE ISD,2021-10-03,057910,28147,NA,NA,115,17,0,2,130
HIGHLAND PARK ISD,2021-10-03,057911,6618,NA,NA,NA,NA,NA,NA,NA
IRVING ISD,2021-10-03,057912,32690,NA,NA,90,14,4,10,90
LANCASTER ISD,2021-10-03,057913,7227,NA,NA,9,6,0,0,15
MESQUITE ISD,2021-10-03,057914,38451,NA,NA,81,7,3,35,50
RICHARDSON ISD,2021-10-03,057916,37528,NA,NA,85,16,0,0,101
SUNNYVALE ISD,2021-10-03,057919,2037,NA,NA,NA,NA,NA,NA,NA
COPPELL ISD,2021-10-03,057922,13022,NA,NA,22,1,1,4,18
DAWSON ISD,2021-10-03,058902,147,NA,NA,NA,NA,NA,NA,NA
KLONDIKE ISD,2021-10-03,058905,260,NA,NA,NA,NA,NA,NA,NA
LAMESA ISD,2021-10-03,058906,1709,NA,NA,NA,NA,NA,NA,NA
SANDS CISD,2021-10-03,058909,261,NA,NA,NA,NA,NA,NA,NA
HEREFORD ISD,2021-10-03,059901,3842,NA,NA,NA,0,NA,NA,NA
WALCOTT ISD,2021-10-03,059902,143,NA,NA,NA,NA,NA,NA,NA
COOPER ISD,2021-10-03,060902,818,NA,NA,NA,NA,NA,NA,NA
FANNINDEL ISD,2021-10-03,060914,165,NA,NA,NA,NA,NA,NA,NA
UNIVERSITY OF NORTH TEXAS,2021-10-03,061501,0,NA,NA,NA,NA,NA,NA,NA
NORTH TEXAS COLLEGIATE ACADEMY,2021-10-03,061802,613,NA,NA,NA,NA,NA,NA,NA
