District,Date,LEA,District_Total_Enrollment,Campus,Campus_ID,Cases_Student_New,Cases_Staff_New,Case_Source_Campus,Case_Source_OffCampus,Case_Source_Unknown
HENRY FORD ACADEMY ALAMEDA SCHOOL FOR ART + DESIGN,2021-11-07,015833,97,NA,NA,NA,NA,NA,NA,NA
BASIS TEXAS,2021-11-07,015834,2988,NA,NA,NA,NA,NA,NA,NA
GREAT HEARTS TEXAS,2021-11-07,015835,6529,NA,NA,9,4,0,0,13
ELEANOR KOLITZ HEBREW LANGUAGE ACADEMY,2021-11-07,015836,467,NA,NA,NA,NA,NA,NA,NA
COMPASS ROSE ACADEMY,2021-11-07,015838,1124,NA,NA,NA,NA,NA,NA,NA
PROMESA ACADEMY CHARTER SCHOOL,2021-11-07,015839,191,NA,NA,NA,NA,NA,NA,NA
SAN ANTONIO PREPARATORY CHARTER SCHOOL,2021-11-07,015840,200,NA,NA,NA,NA,NA,NA,NA
THE GATHERING PLACE,2021-11-07,015841,365,NA,NA,NA,NA,NA,NA,NA
ROYAL PUBLIC SCHOOLS,2021-11-07,015842,0,NA,NA,NA,NA,NA,NA,NA
PRELUDE PREPARATORY CHARTER SCHOOL,2021-11-07,015843,0,NA,NA,NA,NA,NA,NA,NA
ALAMO HEIGHTS ISD,2021-11-07,015901,4824,NA,NA,NA,1,NA,NA,NA
HARLANDALE ISD,2021-11-07,015904,12032,NA,NA,12,1,0,4,9
EDGEWOOD ISD,2021-11-07,015905,8814,NA,NA,NA,2,NA,NA,NA
RANDOLPH FIELD ISD,2021-11-07,015906,1430,NA,NA,NA,NA,NA,NA,NA
SAN ANTONIO ISD,2021-11-07,015907,45514,NA,NA,50,10,0,0,60
SOUTH SAN ANTONIO ISD,2021-11-07,015908,8294,NA,NA,NA,2,NA,NA,NA
SOMERSET ISD,2021-11-07,015909,4032,NA,NA,NA,0,NA,NA,NA
NORTH EAST ISD,2021-11-07,015910,60482,NA,NA,76,11,0,1,86
EAST CENTRAL ISD,2021-11-07,015911,9764,NA,NA,30,2,0,0,32
SOUTHWEST ISD,2021-11-07,015912,13457,NA,NA,31,0,0,0,31
LACKLAND ISD,2021-11-07,015913,899,NA,NA,0,1,0,0,1
FT SAM HOUSTON ISD,2021-11-07,015914,1527,NA,NA,NA,NA,NA,NA,NA
NORTHSIDE ISD,2021-11-07,015915,102631,NA,NA,94,16,4,28,78
JUDSON ISD,2021-11-07,015916,23771,NA,NA,NA,NA,NA,NA,NA
SOUTHSIDE ISD,2021-11-07,015917,5661,NA,NA,NA,NA,NA,NA,NA
JOHNSON CITY ISD,2021-11-07,016901,603,NA,NA,NA,NA,NA,NA,NA
BLANCO ISD,2021-11-07,016902,1011,NA,NA,NA,NA,NA,NA,NA
BORDEN COUNTY ISD,2021-11-07,017901,238,NA,NA,NA,NA,NA,NA,NA
CLIFTON ISD,2021-11-07,018901,958,NA,NA,NA,NA,NA,NA,NA
MERIDIAN ISD,2021-11-07,018902,409,NA,NA,NA,NA,NA,NA,NA
MORGAN ISD,2021-11-07,018903,137,NA,NA,NA,NA,NA,NA,NA
VALLEY MILLS ISD,2021-11-07,018904,606,NA,NA,0,1,0,0,1
WALNUT SPRINGS ISD,2021-11-07,018905,166,NA,NA,NA,NA,NA,NA,NA
IREDELL ISD,2021-11-07,018906,144,NA,NA,NA,NA,NA,NA,NA
KOPPERL ISD,2021-11-07,018907,179,NA,NA,NA,NA,NA,NA,NA
CRANFILLS GAP ISD,2021-11-07,018908,128,NA,NA,NA,NA,NA,NA,NA
DEKALB ISD,2021-11-07,019901,722,NA,NA,NA,NA,NA,NA,NA
HOOKS ISD,2021-11-07,019902,838,NA,NA,NA,0,NA,NA,NA
MAUD ISD,2021-11-07,019903,482,NA,NA,NA,NA,NA,NA,NA
NEW BOSTON ISD,2021-11-07,019905,1181,NA,NA,NA,NA,NA,NA,NA
REDWATER ISD,2021-11-07,019906,1096,NA,NA,NA,NA,NA,NA,NA
TEXARKANA ISD,2021-11-07,019907,7596,NA,NA,7,3,0,0,10
LIBERTY-EYLAU ISD,2021-11-07,019908,2263,NA,NA,NA,NA,NA,NA,NA
SIMMS ISD,2021-11-07,019909,491,NA,NA,NA,NA,NA,NA,NA
MALTA ISD,2021-11-07,019910,217,NA,NA,NA,NA,NA,NA,NA
RED LICK ISD,2021-11-07,019911,505,NA,NA,NA,NA,NA,NA,NA
PLEASANT GROVE ISD,2021-11-07,019912,2224,NA,NA,NA,0,NA,NA,NA
HUBBARD ISD,2021-11-07,019913,73,NA,NA,NA,NA,NA,NA,NA
LEARY ISD,2021-11-07,019914,109,NA,NA,NA,NA,NA,NA,NA
ALVIN ISD,2021-11-07,020901,26835,NA,NA,41,3,0,0,44
ANGLETON ISD,2021-11-07,020902,6780,NA,NA,NA,NA,NA,NA,NA
DANBURY ISD,2021-11-07,020904,700,NA,NA,NA,NA,NA,NA,NA
BRAZOSPORT ISD,2021-11-07,020905,11374,NA,NA,6,2,1,2,5
SWEENY ISD,2021-11-07,020906,1830,NA,NA,NA,NA,NA,NA,NA
COLUMBIA-BRAZORIA ISD,2021-11-07,020907,2841,NA,NA,NA,NA,NA,NA,NA
PEARLAND ISD,2021-11-07,020908,21011,NA,NA,27,12,0,0,39
DAMON ISD,2021-11-07,020910,108,NA,NA,NA,NA,NA,NA,NA
BRAZOS SCHOOL FOR INQUIRY & CREATIVITY,2021-11-07,021803,318,NA,NA,NA,NA,NA,NA,NA
ARROW ACADEMY,2021-11-07,021805,673,NA,NA,NA,NA,NA,NA,NA
COLLEGE STATION ISD,2021-11-07,021901,13610,NA,NA,NA,0,NA,NA,NA
BRYAN ISD,2021-11-07,021902,15765,NA,NA,NA,2,NA,NA,NA
TERLINGUA CSD,2021-11-07,022004,94,NA,NA,NA,NA,NA,NA,NA
ALPINE ISD,2021-11-07,022901,944,NA,NA,NA,NA,NA,NA,NA
MARATHON ISD,2021-11-07,022902,59,NA,NA,NA,NA,NA,NA,NA
SAN VICENTE ISD,2021-11-07,022903,7,NA,NA,NA,NA,NA,NA,NA
SILVERTON ISD,2021-11-07,023902,183,NA,NA,0,1,0,1,0
BROOKS COUNTY ISD,2021-11-07,024901,1425,NA,NA,NA,NA,NA,NA,NA
BANGS ISD,2021-11-07,025901,822,NA,NA,NA,NA,NA,NA,NA
BROWNWOOD ISD,2021-11-07,025902,3404,NA,NA,NA,NA,NA,NA,NA
BLANKET ISD,2021-11-07,025904,145,NA,NA,NA,NA,NA,NA,NA
MAY ISD,2021-11-07,025905,245,NA,NA,NA,NA,NA,NA,NA
ZEPHYR ISD,2021-11-07,025906,197,NA,NA,0,1,0,1,0
BROOKESMITH ISD,2021-11-07,025908,153,NA,NA,NA,NA,NA,NA,NA
EARLY ISD,2021-11-07,025909,1131,NA,NA,NA,2,NA,NA,NA
CALDWELL ISD,2021-11-07,026901,1705,NA,NA,NA,NA,NA,NA,NA
SOMERVILLE ISD,2021-11-07,026902,531,NA,NA,NA,NA,NA,NA,NA
SNOOK ISD,2021-11-07,026903,511,NA,NA,NA,NA,NA,NA,NA
BURNET CISD,2021-11-07,027903,3105,NA,NA,NA,NA,NA,NA,NA
MARBLE FALLS ISD,2021-11-07,027904,4041,NA,NA,11,0,0,5,6
LOCKHART ISD,2021-11-07,028902,6106,NA,NA,NA,NA,NA,NA,NA
LULING ISD,2021-11-07,028903,1394,NA,NA,6,2,0,2,6
PRAIRIE LEA ISD,2021-11-07,028906,226,NA,NA,NA,NA,NA,NA,NA
CALHOUN COUNTY ISD,2021-11-07,029901,3673,NA,NA,NA,NA,NA,NA,NA
CROSS PLAINS ISD,2021-11-07,030901,364,NA,NA,NA,NA,NA,NA,NA
CLYDE CISD,2021-11-07,030902,1387,NA,NA,NA,NA,NA,NA,NA
BAIRD ISD,2021-11-07,030903,283,NA,NA,NA,NA,NA,NA,NA
EULA ISD,2021-11-07,030906,448,NA,NA,NA,NA,NA,NA,NA
UNIVERSITY OF TEXAS RIO GRANDE VALLEY,2021-11-07,031505,0,NA,NA,NA,NA,NA,NA,NA
BROWNSVILLE ISD,2021-11-07,031901,39352,NA,NA,30,5,0,0,35
HARLINGEN CISD,2021-11-07,031903,17817,NA,NA,NA,NA,NA,NA,NA
LA FERIA ISD,2021-11-07,031905,3091,NA,NA,NA,1,NA,NA,NA
LOS FRESNOS CISD,2021-11-07,031906,10509,NA,NA,18,0,0,18,0
POINT ISABEL ISD,2021-11-07,031909,2073,NA,NA,NA,NA,NA,NA,NA
RIO HONDO ISD,2021-11-07,031911,1734,NA,NA,NA,NA,NA,NA,NA
SAN BENITO CISD,2021-11-07,031912,9723,NA,NA,NA,NA,NA,NA,NA
SANTA MARIA ISD,2021-11-07,031913,572,NA,NA,NA,NA,NA,NA,NA
SANTA ROSA ISD,2021-11-07,031914,939,NA,NA,NA,NA,NA,NA,NA
SOUTH TEXAS ISD,2021-11-07,031916,4163,NA,NA,NA,1,NA,NA,NA
PITTSBURG ISD,2021-11-07,032902,2355,NA,NA,NA,1,NA,NA,NA
GROOM ISD,2021-11-07,033901,138,NA,NA,NA,NA,NA,NA,NA
PANHANDLE ISD,2021-11-07,033902,654,NA,NA,NA,NA,NA,NA,NA
WHITE DEER ISD,2021-11-07,033904,365,NA,NA,NA,NA,NA,NA,NA
ATLANTA ISD,2021-11-07,034901,1859,NA,NA,NA,NA,NA,NA,NA
AVINGER ISD,2021-11-07,034902,134,NA,NA,NA,NA,NA,NA,NA
HUGHES SPRINGS ISD,2021-11-07,034903,1169,NA,NA,NA,NA,NA,NA,NA
LINDEN-KILDARE CISD,2021-11-07,034905,635,NA,NA,NA,NA,NA,NA,NA
MCLEOD ISD,2021-11-07,034906,392,NA,NA,NA,NA,NA,NA,NA
QUEEN CITY ISD,2021-11-07,034907,954,NA,NA,NA,NA,NA,NA,NA
BLOOMBURG ISD,2021-11-07,034909,251,NA,NA,NA,NA,NA,NA,NA
DIMMITT ISD,2021-11-07,035901,1160,NA,NA,NA,NA,NA,NA,NA
HART ISD,2021-11-07,035902,215,NA,NA,NA,NA,NA,NA,NA
"NAZARETH ISD",2021-11-07,035903,248,NA,NA,NA,NA,NA,NA,NA
ANAHUAC ISD,2021-11-07,036901,1314,NA,NA,NA,NA,NA,NA,NA
BARBERS HILL ISD,2021-11-07,036902,6421,NA,NA,NA,1,NA,NA,NA
EAST CHAMBERS ISD,2021-11-07,036903,1425,NA,NA,NA,NA,NA,NA,NA
ALTO ISD,2021-11-07,037901,607,NA,NA,NA,NA,NA,NA,NA
JACKSONVILLE ISD,2021-11-07,037904,4635,NA,NA,NA,0,NA,NA,NA
RUSK ISD,2021-11-07,037907,1959,NA,NA,NA,NA,NA,NA,NA
NEW SUMMERFIELD ISD,2021-11-07,037908,529,NA,NA,NA,NA,NA,NA,NA
WELLS ISD,2021-11-07,037909,242,NA,NA,NA,NA,NA,NA,NA
CHILDRESS ISD,2021-11-07,038901,998,NA,NA,NA,NA,NA,NA,NA
HENRIETTA ISD,2021-11-07,039902,889,NA,NA,NA,1,NA,NA,NA
PETROLIA CISD,2021-11-07,039903,433,NA,NA,NA,NA,NA,NA,NA
BELLEVUE ISD,2021-11-07,039904,148,NA,NA,NA,NA,NA,NA,NA
MIDWAY ISD,2021-11-07,039905,129,NA,NA,NA,NA,NA,NA,NA
MORTON ISD,2021-11-07,040901,355,NA,NA,NA,0,NA,NA,NA
WHITEFACE CISD,2021-11-07,040902,328,NA,NA,NA,NA,NA,NA,NA
BRONTE ISD,2021-11-07,041901,243,NA,NA,NA,NA,NA,NA,NA
ROBERT LEE ISD,2021-11-07,041902,254,NA,NA,NA,NA,NA,NA,NA
COLEMAN ISD,2021-11-07,042901,825,NA,NA,NA,NA,NA,NA,NA
SANTA ANNA ISD,2021-11-07,042903,266,NA,NA,NA,NA,NA,NA,NA
PANTHER CREEK CISD,2021-11-07,042905,148,NA,NA,NA,NA,NA,NA,NA
IMAGINE INTERNATIONAL ACADEMY OF NORTH TEXAS,2021-11-07,043801,1419,NA,NA,NA,0,NA,NA,NA
LONE STAR LANGUAGE ACADEMY,2021-11-07,043802,207,NA,NA,NA,NA,NA,NA,NA
ALLEN ISD,2021-11-07,043901,21641,NA,NA,33,6,0,0,39
ANNA ISD,2021-11-07,043902,3959,NA,NA,NA,NA,NA,NA,NA
CELINA ISD,2021-11-07,043903,3023,NA,NA,NA,NA,NA,NA,NA
FARMERSVILLE ISD,2021-11-07,043904,1889,NA,NA,NA,NA,NA,NA,NA
FRISCO ISD,2021-11-07,043905,63758,NA,NA,47,12,4,7,48
MCKINNEY ISD,2021-11-07,043907,23180,NA,NA,NA,NA,NA,NA,NA
MELISSA ISD,2021-11-07,043908,3984,NA,NA,NA,0,NA,NA,NA
PLANO ISD,2021-11-07,043910,49933,NA,NA,60,6,0,13,53
PRINCETON ISD,2021-11-07,043911,5959,NA,NA,NA,2,NA,NA,NA
PROSPER ISD,2021-11-07,043912,19412,NA,NA,12,5,0,0,17
WYLIE ISD,2021-11-07,043914,17513,NA,NA,NA,NA,NA,NA,NA
BLUE RIDGE ISD,2021-11-07,043917,862,NA,NA,NA,NA,NA,NA,NA
COMMUNITY ISD,2021-11-07,043918,2769,NA,NA,NA,NA,NA,NA,NA
LOVEJOY ISD,2021-11-07,043919,4231,NA,NA,NA,NA,NA,NA,NA
WELLINGTON ISD,2021-11-07,044902,532,NA,NA,NA,NA,NA,NA,NA
COLUMBUS ISD,2021-11-07,045902,1536,NA,NA,NA,NA,NA,NA,NA
RICE CISD,2021-11-07,045903,1225,NA,NA,NA,NA,NA,NA,NA
WEIMAR ISD,2021-11-07,045905,668,NA,NA,NA,0,NA,NA,NA
TRINITY CHARTER SCHOOL,2021-11-07,046802,424,NA,NA,NA,NA,NA,NA,NA
NEW BRAUNFELS ISD,2021-11-07,046901,9260,NA,NA,NA,NA,NA,NA,NA
COMAL ISD,2021-11-07,046902,25680,NA,NA,54,10,16,15,33
COMANCHE ISD,2021-11-07,047901,1223,NA,NA,NA,0,NA,NA,NA
DE LEON ISD,2021-11-07,047902,738,NA,NA,NA,NA,NA,NA,NA
GUSTINE ISD,2021-11-07,047903,141,NA,NA,NA,NA,NA,NA,NA
SIDNEY ISD,2021-11-07,047905,142,NA,NA,NA,NA,NA,NA,NA
EDEN CISD,2021-11-07,048901,229,NA,NA,NA,0,NA,NA,NA
PAINT ROCK ISD,2021-11-07,048903,236,NA,NA,NA,NA,NA,NA,NA
GAINESVILLE ISD,2021-11-07,049901,3054,NA,NA,NA,NA,NA,NA,NA
MUENSTER ISD,2021-11-07,049902,533,NA,NA,NA,NA,NA,NA,NA
VALLEY VIEW ISD,2021-11-07,049903,890,NA,NA,NA,NA,NA,NA,NA
CALLISBURG ISD,2021-11-07,049905,1083,NA,NA,NA,NA,NA,NA,NA
ERA ISD,2021-11-07,049906,481,NA,NA,NA,NA,NA,NA,NA
LINDSAY ISD,2021-11-07,049907,485,NA,NA,NA,NA,NA,NA,NA
WALNUT BEND ISD,2021-11-07,049908,55,NA,NA,NA,NA,NA,NA,NA
SIVELLS BEND ISD,2021-11-07,049909,48,NA,NA,0,1,0,1,0
EVANT ISD,2021-11-07,050901,301,NA,NA,NA,NA,NA,NA,NA
GATESVILLE ISD,2021-11-07,050902,2758,NA,NA,NA,NA,NA,NA,NA
OGLESBY ISD,2021-11-07,050904,186,NA,NA,NA,NA,NA,NA,NA
JONESBORO ISD,2021-11-07,050909,319,NA,NA,NA,NA,NA,NA,NA
COPPERAS COVE ISD,2021-11-07,050910,8029,NA,NA,NA,0,NA,NA,NA
PADUCAH ISD,2021-11-07,051901,185,NA,NA,0,2,0,0,2
CRANE ISD,2021-11-07,052901,1088,NA,NA,NA,0,NA,NA,NA
CROCKETT COUNTY CONSOLIDATED CSD,2021-11-07,053001,756,NA,NA,NA,NA,NA,NA,NA
CROSBYTON CISD,2021-11-07,054901,317,NA,NA,NA,NA,NA,NA,NA
LORENZO ISD,2021-11-07,054902,226,NA,NA,NA,NA,NA,NA,NA
RALLS ISD,2021-11-07,054903,475,NA,NA,NA,NA,NA,NA,NA
CULBERSON COUNTY-ALLAMOORE ISD,2021-11-07,055901,363,NA,NA,NA,0,NA,NA,NA
DALHART ISD,2021-11-07,056901,1600,NA,NA,NA,NA,NA,NA,NA
TEXLINE ISD,2021-11-07,056902,195,NA,NA,NA,0,NA,NA,NA
PEGASUS SCHOOL OF LIBERAL ARTS AND SCIENCES,2021-11-07,057802,507,NA,NA,NA,NA,NA,NA,NA
UPLIFT EDUCATION,2021-11-07,057803,21215,NA,NA,NA,0,NA,NA,NA
TEXANS CAN ACADEMIES,2021-11-07,057804,4453,NA,NA,NA,NA,NA,NA,NA
LUMIN EDUCATION,2021-11-07,057805,255,NA,NA,NA,NA,NA,NA,NA
ADVANTAGE ACADEMY,2021-11-07,057806,1185,NA,NA,NA,2,NA,NA,NA
LIFE SCHOOL,2021-11-07,057807,5518,NA,NA,NA,2,NA,NA,NA
UNIVERSAL ACADEMY,2021-11-07,057808,2351,NA,NA,NA,NA,NA,NA,NA
NOVA ACADEMY,2021-11-07,057809,121,NA,NA,NA,NA,NA,NA,NA
ACADEMY OF DALLAS,2021-11-07,057810,323,NA,NA,NA,NA,NA,NA,NA
TRINITY BASIN PREPARATORY,2021-11-07,057813,4183,NA,NA,5,0,0,0,5
ACADEMY FOR ACADEMIC EXCELLENCE,2021-11-07,057814,279,NA,NA,NA,NA,NA,NA,NA
A W BROWN LEADERSHIP ACADEMY,2021-11-07,057816,1357,NA,NA,NA,NA,NA,NA,NA
JEAN MASSIEU ACADEMY,2021-11-07,057819,193,NA,NA,NA,NA,NA,NA,NA
NOVA ACADEMY SOUTHEAST,2021-11-07,057827,600,NA,NA,NA,NA,NA,NA,NA
WINFREE ACADEMY CHARTER SCHOOLS,2021-11-07,057828,1235,NA,NA,NA,NA,NA,NA,NA
A+ ACADEMY,2021-11-07,057829,1449,NA,NA,NA,0,NA,NA,NA
INSPIRED VISION ACADEMY,2021-11-07,057830,1283,NA,NA,NA,NA,NA,NA,NA
GATEWAY CHARTER ACADEMY,2021-11-07,057831,756,NA,NA,NA,NA,NA,NA,NA
EDUCATION CENTER INTERNATIONAL ACADEMY,2021-11-07,057833,535,NA,NA,NA,NA,NA,NA,NA
EVOLUTION ACADEMY CHARTER SCHOOL,2021-11-07,057834,715,NA,NA,NA,NA,NA,NA,NA
GOLDEN RULE CHARTER SCHOOL,2021-11-07,057835,1480,NA,NA,NA,NA,NA,NA,NA
ST ANTHONY SCHOOL,2021-11-07,057836,323,NA,NA,NA,NA,NA,NA,NA
LA ACADEMIA DE ESTRELLAS,2021-11-07,057839,996,NA,NA,NA,NA,NA,NA,NA
RICHLAND COLLEGIATE HIGH SCHOOL,2021-11-07,057840,485,NA,NA,NA,NA,NA,NA,NA
CITYSCAPE SCHOOLS,2021-11-07,057841,1183,NA,NA,NA,NA,NA,NA,NA
MANARA ACADEMY,2021-11-07,057844,626,NA,NA,NA,NA,NA,NA,NA
UME PREPARATORY ACADEMY,2021-11-07,057845,1250,NA,NA,NA,NA,NA,NA,NA
LEGACY PREPARATORY,2021-11-07,057846,1535,NA,NA,NA,NA,NA,NA,NA
VILLAGE TECH SCHOOLS,2021-11-07,057847,1188,NA,NA,NA,NA,NA,NA,NA
INTERNATIONAL LEADERSHIP OF TEXAS (ILTEXAS),2021-11-07,057848,20761,NA,NA,33,4,1,0,36
PIONEER TECHNOLOGY & ARTS ACADEMY,2021-11-07,057850,1544,NA,NA,NA,NA,NA,NA,NA
BRIDGEWAY PREPARATORY ACADEMY,2021-11-07,057851,105,NA,NA,NA,NA,NA,NA,NA
CARROLLTON-FARMERS BRANCH ISD,2021-11-07,057903,24938,NA,NA,NA,NA,NA,NA,NA
CEDAR HILL ISD,2021-11-07,057904,7301,NA,NA,NA,2,NA,NA,NA
DALLAS ISD,2021-11-07,057905,144828,NA,NA,NA,0,NA,NA,NA
DESOTO ISD,2021-11-07,057906,7998,NA,NA,NA,NA,NA,NA,NA
DUNCANVILLE ISD,2021-11-07,057907,11784,NA,NA,7,0,0,7,0
GARLAND ISD,2021-11-07,057909,53816,NA,NA,39,9,0,48,0
GRAND PRAIRIE ISD,2021-11-07,057910,28147,NA,NA,18,3,0,1,20
HIGHLAND PARK ISD,2021-11-07,057911,6618,NA,NA,NA,NA,NA,NA,NA
IRVING ISD,2021-11-07,057912,32690,NA,NA,25,0,0,5,20
LANCASTER ISD,2021-11-07,057913,7227,NA,NA,NA,NA,NA,NA,NA
MESQUITE ISD,2021-11-07,057914,38451,NA,NA,30,3,1,19,13
RICHARDSON ISD,2021-11-07,057916,37528,NA,NA,23,8,0,0,31
SUNNYVALE ISD,2021-11-07,057919,2037,NA,NA,NA,2,NA,NA,NA
COPPELL ISD,2021-11-07,057922,13022,NA,NA,8,1,0,8,1
DAWSON ISD,2021-11-07,058902,147,NA,NA,NA,NA,NA,NA,NA
KLONDIKE ISD,2021-11-07,058905,260,NA,NA,NA,0,NA,NA,NA
LAMESA ISD,2021-11-07,058906,1709,NA,NA,NA,0,NA,NA,NA
SANDS CISD,2021-11-07,058909,261,NA,NA,NA,NA,NA,NA,NA
HEREFORD ISD,2021-11-07,059901,3842,NA,NA,5,2,0,7,0
WALCOTT ISD,2021-11-07,059902,143,NA,NA,NA,NA,NA,NA,NA
