District,Date,LEA,District_Total_Enrollment,Campus,Campus_ID,Cases_Student_New,Cases_Staff_New,Case_Source_Campus,Case_Source_OffCampus,Case_Source_Unknown
RICHARD MILBURN ALTER HIGH SCHOOL (KILLEEN),2021-09-05,014801,1943,NA,NA,NA,NA,NA,NA,NA
PRIORITY CHARTER SCHOOLS,2021-09-05,014803,846,NA,NA,NA,0,NA,NA,NA
ORENDA CHARTER SCHOOL,2021-09-05,014804,1867,NA,NA,NA,2,NA,NA,NA
ACADEMY ISD,2021-09-05,014901,1730,NA,NA,NA,NA,NA,NA,NA
BARTLETT ISD,2021-09-05,014902,386,NA,NA,NA,NA,NA,NA,NA
BELTON ISD,2021-09-05,014903,12757,NA,NA,NA,NA,NA,NA,NA
HOLLAND ISD,2021-09-05,014905,656,NA,NA,NA,NA,NA,NA,NA
KILLEEN ISD,2021-09-05,014906,43634,NA,NA,218,58,0,1,275
ROGERS ISD,2021-09-05,014907,890,NA,NA,NA,1,NA,NA,NA
SALADO ISD,2021-09-05,014908,2141,NA,NA,NA,NA,NA,NA,NA
TEMPLE ISD,2021-09-05,014909,8363,NA,NA,22,8,0,0,30
TROY ISD,2021-09-05,014910,1576,NA,NA,NA,NA,NA,NA,NA
POR VIDA ACADEMY,2021-09-05,015801,134,NA,NA,NA,NA,NA,NA,NA
GEORGE GERVIN ACADEMY,2021-09-05,015802,811,NA,NA,NA,NA,NA,NA,NA
NEW FRONTIERS PUBLIC SCHOOLS INC,2021-09-05,015805,474,NA,NA,NA,NA,NA,NA,NA
SCHOOL OF EXCELLENCE IN EDUCATION,2021-09-05,015806,346,NA,NA,NA,0,NA,NA,NA
SOUTHWEST PREPARATORY SCHOOL,2021-09-05,015807,860,NA,NA,NA,NA,NA,NA,NA
INSPIRE ACADEMIES,2021-09-05,015808,575,NA,NA,NA,NA,NA,NA,NA
BEXAR COUNTY ACADEMY,2021-09-05,015809,258,NA,NA,NA,NA,NA,NA,NA
POSITIVE SOLUTIONS CHARTER SCHOOL,2021-09-05,015814,121,NA,NA,0,1,0,0,1
HERITAGE ACADEMY,2021-09-05,015815,611,NA,NA,NA,1,NA,NA,NA
JUBILEE ACADEMIES,2021-09-05,015822,6124,NA,NA,NA,NA,NA,NA,NA
LIGHTHOUSE PUBLIC SCHOOLS,2021-09-05,015825,287,NA,NA,NA,NA,NA,NA,NA
SCHOOL OF SCIENCE AND TECHNOLOGY,2021-09-05,015827,3243,NA,NA,NA,NA,NA,NA,NA
HARMONY SCIENCE ACAD (SAN ANTONIO),2021-09-05,015828,4473,NA,NA,10,1,8,3,0
BROOKS ACADEMIES OF TEXAS,2021-09-05,015830,2844,NA,NA,28,1,0,27,2
SCHOOL OF SCIENCE AND TECHNOLOGY DISCOVERY,2021-09-05,015831,4792,NA,NA,NA,NA,NA,NA,NA
HENRY FORD ACADEMY ALAMEDA SCHOOL FOR ART + DESIGN,2021-09-05,015833,97,NA,NA,NA,NA,NA,NA,NA
BASIS TEXAS,2021-09-05,015834,2988,NA,NA,NA,NA,NA,NA,NA
GREAT HEARTS TEXAS,2021-09-05,015835,6529,NA,NA,NA,NA,NA,NA,NA
ELEANOR KOLITZ HEBREW LANGUAGE ACADEMY,2021-09-05,015836,467,NA,NA,NA,NA,NA,NA,NA
COMPASS ROSE ACADEMY,2021-09-05,015838,1124,NA,NA,NA,NA,NA,NA,NA
PROMESA ACADEMY CHARTER SCHOOL,2021-09-05,015839,191,NA,NA,NA,NA,NA,NA,NA
SAN ANTONIO PREPARATORY CHARTER SCHOOL,2021-09-05,015840,200,NA,NA,NA,NA,NA,NA,NA
THE GATHERING PLACE,2021-09-05,015841,365,NA,NA,NA,NA,NA,NA,NA
ALAMO HEIGHTS ISD,2021-09-05,015901,4824,NA,NA,NA,3,NA,NA,NA
HARLANDALE ISD,2021-09-05,015904,12032,NA,NA,NA,NA,NA,NA,NA
EDGEWOOD ISD,2021-09-05,015905,8814,NA,NA,34,2,0,0,36
RANDOLPH FIELD ISD,2021-09-05,015906,1430,NA,NA,NA,NA,NA,NA,NA
SAN ANTONIO ISD,2021-09-05,015907,45514,NA,NA,105,30,0,0,135
SOUTH SAN ANTONIO ISD,2021-09-05,015908,8294,NA,NA,47,1,0,0,48
SOMERSET ISD,2021-09-05,015909,4032,NA,NA,NA,NA,NA,NA,NA
NORTH EAST ISD,2021-09-05,015910,60482,NA,NA,NA,NA,NA,NA,NA
EAST CENTRAL ISD,2021-09-05,015911,9764,NA,NA,90,22,0,4,108
SOUTHWEST ISD,2021-09-05,015912,13457,NA,NA,NA,NA,NA,NA,NA
LACKLAND ISD,2021-09-05,015913,899,NA,NA,NA,NA,NA,NA,NA
FT SAM HOUSTON ISD,2021-09-05,015914,1527,NA,NA,NA,0,NA,NA,NA
NORTHSIDE ISD,2021-09-05,015915,102631,NA,NA,92,4,1,26,69
JUDSON ISD,2021-09-05,015916,23771,NA,NA,NA,NA,NA,NA,NA
SOUTHSIDE ISD,2021-09-05,015917,5661,NA,NA,NA,0,NA,NA,NA
JOHNSON CITY ISD,2021-09-05,016901,603,NA,NA,NA,NA,NA,NA,NA
BLANCO ISD,2021-09-05,016902,1011,NA,NA,NA,NA,NA,NA,NA
BORDEN COUNTY ISD,2021-09-05,017901,238,NA,NA,NA,NA,NA,NA,NA
CLIFTON ISD,2021-09-05,018901,958,NA,NA,NA,NA,NA,NA,NA
MERIDIAN ISD,2021-09-05,018902,409,NA,NA,NA,NA,NA,NA,NA
MORGAN ISD,2021-09-05,018903,137,NA,NA,NA,NA,NA,NA,NA
VALLEY MILLS ISD,2021-09-05,018904,606,NA,NA,NA,NA,NA,NA,NA
WALNUT SPRINGS ISD,2021-09-05,018905,166,NA,NA,NA,NA,NA,NA,NA
IREDELL ISD,2021-09-05,018906,144,NA,NA,NA,0,NA,NA,NA
KOPPERL ISD,2021-09-05,018907,179,NA,NA,NA,NA,NA,NA,NA
CRANFILLS GAP ISD,2021-09-05,018908,128,NA,NA,NA,NA,NA,NA,NA
DEKALB ISD,2021-09-05,019901,722,NA,NA,NA,NA,NA,NA,NA
HOOKS ISD,2021-09-05,019902,838,NA,NA,NA,NA,NA,NA,NA
MAUD ISD,2021-09-05,019903,482,NA,NA,NA,NA,NA,NA,NA
NEW BOSTON ISD,2021-09-05,019905,1181,NA,NA,NA,NA,NA,NA,NA
REDWATER ISD,2021-09-05,019906,1096,NA,NA,NA,NA,NA,NA,NA
TEXARKANA ISD,2021-09-05,019907,7596,NA,NA,85,13,0,0,98
LIBERTY-EYLAU ISD,2021-09-05,019908,2263,NA,NA,11,5,0,1,15
SIMMS ISD,2021-09-05,019909,491,NA,NA,NA,NA,NA,NA,NA
MALTA ISD,2021-09-05,019910,217,NA,NA,NA,NA,NA,NA,NA
RED LICK ISD,2021-09-05,019911,505,NA,NA,NA,0,NA,NA,NA
PLEASANT GROVE ISD,2021-09-05,019912,2224,NA,NA,NA,NA,NA,NA,NA
HUBBARD ISD,2021-09-05,019913,73,NA,NA,NA,NA,NA,NA,NA
LEARY ISD,2021-09-05,019914,109,NA,NA,NA,NA,NA,NA,NA
ALVIN ISD,2021-09-05,020901,26835,NA,NA,295,31,325,1,0
ANGLETON ISD,2021-09-05,020902,6780,NA,NA,NA,NA,NA,NA,NA
DANBURY ISD,2021-09-05,020904,700,NA,NA,NA,8,NA,NA,NA
BRAZOSPORT ISD,2021-09-05,020905,11374,NA,NA,NA,NA,NA,NA,NA
SWEENY ISD,2021-09-05,020906,1830,NA,NA,NA,NA,NA,NA,NA
COLUMBIA-BRAZORIA ISD,2021-09-05,020907,2841,NA,NA,NA,NA,NA,NA,NA
PEARLAND ISD,2021-09-05,020908,21011,NA,NA,299,39,42,5,291
DAMON ISD,2021-09-05,020910,108,NA,NA,NA,NA,NA,NA,NA
BRAZOS SCHOOL FOR INQUIRY & CREATIVITY,2021-09-05,021803,318,NA,NA,NA,NA,NA,NA,NA
ARROW ACADEMY,2021-09-05,021805,673,NA,NA,5,0,0,0,5
COLLEGE STATION ISD,2021-09-05,021901,13610,NA,NA,NA,NA,NA,NA,NA
BRYAN ISD,2021-09-05,021902,15765,NA,NA,222,35,0,0,257
TERLINGUA CSD,2021-09-05,022004,94,NA,NA,NA,NA,NA,NA,NA
ALPINE ISD,2021-09-05,022901,944,NA,NA,NA,NA,NA,NA,NA
MARATHON ISD,2021-09-05,022902,59,NA,NA,NA,NA,NA,NA,NA
SAN VICENTE ISD,2021-09-05,022903,7,NA,NA,NA,NA,NA,NA,NA
SILVERTON ISD,2021-09-05,023902,183,NA,NA,NA,0,NA,NA,NA
BROOKS COUNTY ISD,2021-09-05,024901,1425,NA,NA,NA,NA,NA,NA,NA
BANGS ISD,2021-09-05,025901,822,NA,NA,NA,NA,NA,NA,NA
BROWNWOOD ISD,2021-09-05,025902,3404,NA,NA,NA,NA,NA,NA,NA
BLANKET ISD,2021-09-05,025904,145,NA,NA,NA,NA,NA,NA,NA
MAY ISD,2021-09-05,025905,245,NA,NA,NA,NA,NA,NA,NA
ZEPHYR ISD,2021-09-05,025906,197,NA,NA,NA,NA,NA,NA,NA
BROOKESMITH ISD,2021-09-05,025908,153,NA,NA,NA,NA,NA,NA,NA
EARLY ISD,2021-09-05,025909,1131,NA,NA,NA,NA,NA,NA,NA
CALDWELL ISD,2021-09-05,026901,1705,NA,NA,NA,NA,NA,NA,NA
SOMERVILLE ISD,2021-09-05,026902,531,NA,NA,NA,NA,NA,NA,NA
SNOOK ISD,2021-09-05,026903,511,NA,NA,NA,NA,NA,NA,NA
BURNET CISD,2021-09-05,027903,3105,NA,NA,NA,0,NA,NA,NA
MARBLE FALLS ISD,2021-09-05,027904,4041,NA,NA,NA,NA,NA,NA,NA
LOCKHART ISD,2021-09-05,028902,6106,NA,NA,NA,NA,NA,NA,NA
LULING ISD,2021-09-05,028903,1394,NA,NA,NA,NA,NA,NA,NA
PRAIRIE LEA ISD,2021-09-05,028906,226,NA,NA,NA,NA,NA,NA,NA
CALHOUN COUNTY ISD,2021-09-05,029901,3673,NA,NA,43,3,2,11,33
CROSS PLAINS ISD,2021-09-05,030901,364,NA,NA,NA,NA,NA,NA,NA
CLYDE CISD,2021-09-05,030902,1387,NA,NA,7,2,0,0,9
BAIRD ISD,2021-09-05,030903,283,NA,NA,NA,NA,NA,NA,NA
EULA ISD,2021-09-05,030906,448,NA,NA,NA,NA,NA,NA,NA
UNIVERSITY OF TEXAS RIO GRANDE VALLEY,2021-09-05,031505,0,NA,NA,NA,NA,NA,NA,NA
BROWNSVILLE ISD,2021-09-05,031901,39352,NA,NA,199,0,0,0,199
HARLINGEN CISD,2021-09-05,031903,17817,NA,NA,NA,NA,NA,NA,NA
LA FERIA ISD,2021-09-05,031905,3091,NA,NA,11,0,0,11,0
LOS FRESNOS CISD,2021-09-05,031906,10509,NA,NA,41,4,0,45,0
POINT ISABEL ISD,2021-09-05,031909,2073,NA,NA,NA,NA,NA,NA,NA
RIO HONDO ISD,2021-09-05,031911,1734,NA,NA,NA,1,NA,NA,NA
SAN BENITO CISD,2021-09-05,031912,9723,NA,NA,0,1,0,1,0
SANTA MARIA ISD,2021-09-05,031913,572,NA,NA,NA,NA,NA,NA,NA
SANTA ROSA ISD,2021-09-05,031914,939,NA,NA,NA,1,NA,NA,NA
SOUTH TEXAS ISD,2021-09-05,031916,4163,NA,NA,6,2,0,1,7
PITTSBURG ISD,2021-09-05,032902,2355,NA,NA,NA,7,NA,NA,NA
GROOM ISD,2021-09-05,033901,138,NA,NA,NA,NA,NA,NA,NA
PANHANDLE ISD,2021-09-05,033902,654,NA,NA,NA,0,NA,NA,NA
WHITE DEER ISD,2021-09-05,033904,365,NA,NA,NA,NA,NA,NA,NA
ATLANTA ISD,2021-09-05,034901,1859,NA,NA,NA,NA,NA,NA,NA
AVINGER ISD,2021-09-05,034902,134,NA,NA,NA,NA,NA,NA,NA
HUGHES SPRINGS ISD,2021-09-05,034903,1169,NA,NA,NA,NA,NA,NA,NA
LINDEN-KILDARE CISD,2021-09-05,034905,635,NA,NA,NA,NA,NA,NA,NA
MCLEOD ISD,2021-09-05,034906,392,NA,NA,NA,NA,NA,NA,NA
QUEEN CITY ISD,2021-09-05,034907,954,NA,NA,NA,NA,NA,NA,NA
BLOOMBURG ISD,2021-09-05,034909,251,NA,NA,NA,NA,NA,NA,NA
DIMMITT ISD,2021-09-05,035901,1160,NA,NA,NA,NA,NA,NA,NA
HART ISD,2021-09-05,035902,215,NA,NA,NA,NA,NA,NA,NA
NAZARETH ISD,2021-09-05,035903,248,NA,NA,NA,NA,NA,NA,NA
ANAHUAC ISD,2021-09-05,036901,1314,NA,NA,NA,4,NA,NA,NA
BARBERS HILL ISD,2021-09-05,036902,6421,NA,NA,0,1,0,1,0
EAST CHAMBERS ISD,2021-09-05,036903,1425,NA,NA,NA,NA,NA,NA,NA
ALTO ISD,2021-09-05,037901,607,NA,NA,22,3,0,0,25
JACKSONVILLE ISD,2021-09-05,037904,4635,NA,NA,NA,NA,NA,NA,NA
RUSK ISD,2021-09-05,037907,1959,NA,NA,NA,NA,NA,NA,NA
NEW SUMMERFIELD ISD,2021-09-05,037908,529,NA,NA,NA,NA,NA,NA,NA
WELLS ISD,2021-09-05,037909,242,NA,NA,NA,NA,NA,NA,NA
CHILDRESS ISD,2021-09-05,038901,998,NA,NA,NA,NA,NA,NA,NA
HENRIETTA ISD,2021-09-05,039902,889,NA,NA,NA,1,NA,NA,NA
PETROLIA CISD,2021-09-05,039903,433,NA,NA,NA,NA,NA,NA,NA
BELLEVUE ISD,2021-09-05,039904,148,NA,NA,NA,NA,NA,NA,NA
MIDWAY ISD,2021-09-05,039905,129,NA,NA,NA,NA,NA,NA,NA
MORTON ISD,2021-09-05,040901,355,NA,NA,NA,NA,NA,NA,NA
WHITEFACE CISD,2021-09-05,040902,328,NA,NA,NA,NA,NA,NA,NA
BRONTE ISD,2021-09-05,041901,243,NA,NA,NA,NA,NA,NA,NA
ROBERT LEE ISD,2021-09-05,041902,254,NA,NA,NA,NA,NA,NA,NA
COLEMAN ISD,2021-09-05,042901,825,NA,NA,NA,NA,NA,NA,NA
SANTA ANNA ISD,2021-09-05,042903,266,NA,NA,NA,NA,NA,NA,NA
PANTHER CREEK CISD,2021-09-05,042905,148,NA,NA,NA,0,NA,NA,NA
IMAGINE INTERNATIONAL ACADEMY OF NORTH TEXAS,2021-09-05,043801,1419,NA,NA,NA,NA,NA,NA,NA
LONE STAR LANGUAGE ACADEMY,2021-09-05,043802,207,NA,NA,NA,NA,NA,NA,NA
ALLEN ISD,2021-09-05,043901,21641,NA,NA,NA,NA,NA,NA,NA
ANNA ISD,2021-09-05,043902,3959,NA,NA,NA,NA,NA,NA,NA
CELINA ISD,2021-09-05,043903,3023,NA,NA,NA,1,NA,NA,NA
FARMERSVILLE ISD,2021-09-05,043904,1889,NA,NA,NA,NA,NA,NA,NA
FRISCO ISD,2021-09-05,043905,63758,NA,NA,41,2,14,1,28
MCKINNEY ISD,2021-09-05,043907,23180,NA,NA,NA,NA,NA,NA,NA
MELISSA ISD,2021-09-05,043908,3984,NA,NA,NA,0,NA,NA,NA
PLANO ISD,2021-09-05,043910,49933,NA,NA,NA,0,NA,NA,NA
PRINCETON ISD,2021-09-05,043911,5959,NA,NA,NA,NA,NA,NA,NA
PROSPER ISD,2021-09-05,043912,19412,NA,NA,269,22,0,1,290
WYLIE ISD,2021-09-05,043914,17513,NA,NA,200,38,0,0,238
BLUE RIDGE ISD,2021-09-05,043917,862,NA,NA,NA,NA,NA,NA,NA
COMMUNITY ISD,2021-09-05,043918,2769,NA,NA,NA,NA,NA,NA,NA
LOVEJOY ISD,2021-09-05,043919,4231,NA,NA,NA,NA,NA,NA,NA
WELLINGTON ISD,2021-09-05,044902,532,NA,NA,NA,NA,NA,NA,NA
COLUMBUS ISD,2021-09-05,045902,1536,NA,NA,NA,NA,NA,NA,NA
RICE CISD,2021-09-05,045903,1225,NA,NA,NA,1,NA,NA,NA
WEIMAR ISD,2021-09-05,045905,668,NA,NA,NA,NA,NA,NA,NA
TRINITY CHARTER SCHOOL,2021-09-05,046802,424,NA,NA,NA,NA,NA,NA,NA
NEW BRAUNFELS ISD,2021-09-05,046901,9260,NA,NA,NA,NA,NA,NA,NA
COMAL ISD,2021-09-05,046902,25680,NA,NA,365,38,45,136,222
COMANCHE ISD,2021-09-05,047901,1223,NA,NA,NA,NA,NA,NA,NA
DE LEON ISD,2021-09-05,047902,738,NA,NA,NA,NA,NA,NA,NA
GUSTINE ISD,2021-09-05,047903,141,NA,NA,0,1,0,0,1
SIDNEY ISD,2021-09-05,047905,142,NA,NA,NA,0,NA,NA,NA
EDEN CISD,2021-09-05,048901,229,NA,NA,NA,NA,NA,NA,NA
PAINT ROCK ISD,2021-09-05,048903,236,NA,NA,NA,NA,NA,NA,NA
GAINESVILLE ISD,2021-09-05,049901,3054,NA,NA,14,1,0,0,15
MUENSTER ISD,2021-09-05,049902,533,NA,NA,NA,NA,NA,NA,NA
VALLEY VIEW ISD,2021-09-05,049903,890,NA,NA,29,3,0,0,32
CALLISBURG ISD,2021-09-05,049905,1083,NA,NA,NA,0,NA,NA,NA
ERA ISD,2021-09-05,049906,481,NA,NA,8,0,0,3,5
LINDSAY ISD,2021-09-05,049907,485,NA,NA,NA,NA,NA,NA,NA
WALNUT BEND ISD,2021-09-05,049908,55,NA,NA,NA,NA,NA,NA,NA
SIVELLS BEND ISD,2021-09-05,049909,48,NA,NA,NA,NA,NA,NA,NA
EVANT ISD,2021-09-05,050901,301,NA,NA,NA,NA,NA,NA,NA
GATESVILLE ISD,2021-09-05,050902,2758,NA,NA,NA,NA,NA,NA,NA
OGLESBY ISD,2021-09-05,050904,186,NA,NA,NA,NA,NA,NA,NA
JONESBORO ISD,2021-09-05,050909,319,NA,NA,NA,NA,NA,NA,NA
COPPERAS COVE ISD,2021-09-05,050910,8029,NA,NA,114,22,10,71,55
PADUCAH ISD,2021-09-05,051901,185,NA,NA,NA,NA,NA,NA,NA
CRANE ISD,2021-09-05,052901,1088,NA,NA,NA,1,NA,NA,NA
CROCKETT COUNTY CONSOLIDATED CSD,2021-09-05,053001,756,NA,NA,NA,NA,NA,NA,NA
CROSBYTON CISD,2021-09-05,054901,317,NA,NA,0,1,0,1,0
LORENZO ISD,2021-09-05,054902,226,NA,NA,NA,0,NA,NA,NA
RALLS ISD,2021-09-05,054903,475,NA,NA,0,1,0,0,1
CULBERSON COUNTY-ALLAMOORE ISD,2021-09-05,055901,363,NA,NA,NA,NA,NA,NA,NA
DALHART ISD,2021-09-05,056901,1600,NA,NA,NA,NA,NA,NA,NA
TEXLINE ISD,2021-09-05,056902,195,NA,NA,NA,0,NA,NA,NA
PEGASUS SCHOOL OF LIBERAL ARTS AND SCIENCES,2021-09-05,057802,507,NA,NA,NA,NA,NA,NA,NA
UPLIFT EDUCATION,2021-09-05,057803,21215,NA,NA,NA,NA,NA,NA,NA
TEXANS CAN ACADEMIES,2021-09-05,057804,4453,NA,NA,NA,NA,NA,NA,NA
LUMIN EDUCATION,2021-09-05,057805,255,NA,NA,NA,NA,NA,NA,NA
ADVANTAGE ACADEMY,2021-09-05,057806,1185,NA,NA,NA,NA,NA,NA,NA
LIFE SCHOOL,2021-09-05,057807,5518,NA,NA,NA,NA,NA,NA,NA
UNIVERSAL ACADEMY,2021-09-05,057808,2351,NA,NA,NA,NA,NA,NA,NA
NOVA ACADEMY,2021-09-05,057809,121,NA,NA,NA,NA,NA,NA,NA
ACADEMY OF DALLAS,2021-09-05,057810,323,NA,NA,NA,NA,NA,NA,NA
TRINITY BASIN PREPARATORY,2021-09-05,057813,4183,NA,NA,NA,NA,NA,NA,NA
ACADEMY FOR ACADEMIC EXCELLENCE,2021-09-05,057814,279,NA,NA,NA,NA,NA,NA,NA
A W BROWN LEADERSHIP ACADEMY,2021-09-05,057816,1357,NA,NA,NA,0,NA,NA,NA
JEAN MASSIEU ACADEMY,2021-09-05,057819,193,NA,NA,NA,NA,NA,NA,NA
NOVA ACADEMY SOUTHEAST,2021-09-05,057827,600,NA,NA,NA,NA,NA,NA,NA
WINFREE ACADEMY CHARTER SCHOOLS,2021-09-05,057828,1235,NA,NA,NA,NA,NA,NA,NA
A+ ACADEMY,2021-09-05,057829,1449,NA,NA,20,2,0,0,22
INSPIRED VISION ACADEMY,2021-09-05,057830,1283,NA,NA,26,3,0,0,29
GATEWAY CHARTER ACADEMY,2021-09-05,057831,756,NA,NA,NA,NA,NA,NA,NA
EDUCATION CENTER INTERNATIONAL ACADEMY,2021-09-05,057833,535,NA,NA,NA,NA,NA,NA,NA
EVOLUTION ACADEMY CHARTER SCHOOL,2021-09-05,057834,715,NA,NA,NA,NA,NA,NA,NA
GOLDEN RULE CHARTER SCHOOL,2021-09-05,057835,1480,NA,NA,NA,0,NA,NA,NA
ST ANTHONY SCHOOL,2021-09-05,057836,323,NA,NA,NA,NA,NA,NA,NA
LA ACADEMIA DE ESTRELLAS,2021-09-05,057839,996,NA,NA,NA,NA,NA,NA,NA
RICHLAND COLLEGIATE HIGH SCHOOL,2021-09-05,057840,485,NA,NA,NA,NA,NA,NA,NA
CITYSCAPE SCHOOLS,2021-09-05,057841,1183,NA,NA,NA,NA,NA,NA,NA
MANARA ACADEMY,2021-09-05,057844,626,NA,NA,NA,0,NA,NA,NA
UME PREPARATORY ACADEMY,2021-09-05,057845,1250,NA,NA,NA,NA,NA,NA,NA
LEGACY PREPARATORY,2021-09-05,057846,1535,NA,NA,NA,0,NA,NA,NA
VILLAGE TECH SCHOOLS,2021-09-05,057847,1188,NA,NA,NA,NA,NA,NA,NA
INTERNATIONAL LEADERSHIP OF TEXAS (ILTEXAS),2021-09-05,057848,20761,NA,NA,NA,NA,NA,NA,NA
PIONEER TECHNOLOGY & ARTS ACADEMY,2021-09-05,057850,1544,NA,NA,NA,NA,NA,NA,NA
BRIDGEWAY PREPARATORY ACADEMY,2021-09-05,057851,105,NA,NA,NA,NA,NA,NA,NA
CARROLLTON-FARMERS BRANCH ISD,2021-09-05,057903,24938,NA,NA,106,10,12,42,62
CEDAR HILL ISD,2021-09-05,057904,7301,NA,NA,NA,NA,NA,NA,NA
DALLAS ISD,2021-09-05,057905,144828,NA,NA,5,0,0,0,5
DESOTO ISD,2021-09-05,057906,7998,NA,NA,NA,NA,NA,NA,NA
DUNCANVILLE ISD,2021-09-05,057907,11784,NA,NA,NA,NA,NA,NA,NA
GARLAND ISD,2021-09-05,057909,53816,NA,NA,143,16,0,159,0
GRAND PRAIRIE ISD,2021-09-05,057910,28147,NA,NA,85,8,0,1,92
HIGHLAND PARK ISD,2021-09-05,057911,6618,NA,NA,NA,NA,NA,NA,NA
IRVING ISD,2021-09-05,057912,32690,NA,NA,NA,NA,NA,NA,NA
LANCASTER ISD,2021-09-05,057913,7227,NA,NA,8,5,0,0,13
MESQUITE ISD,2021-09-05,057914,38451,NA,NA,NA,0,NA,NA,NA
RICHARDSON ISD,2021-09-05,057916,37528,NA,NA,NA,NA,NA,NA,NA
SUNNYVALE ISD,2021-09-05,057919,2037,NA,NA,NA,NA,NA,NA,NA
COPPELL ISD,2021-09-05,057922,13022,NA,NA,11,4,3,3,9
DAWSON ISD,2021-09-05,058902,147,NA,NA,NA,0,NA,NA,NA
KLONDIKE ISD,2021-09-05,058905,260,NA,NA,NA,NA,NA,NA,NA
LAMESA ISD,2021-09-05,058906,1709,NA,NA,9,0,0,0,9
SANDS CISD,2021-09-05,058909,261,NA,NA,NA,NA,NA,NA,NA
HEREFORD ISD,2021-09-05,059901,3842,NA,NA,NA,NA,NA,NA,NA
WALCOTT ISD,2021-09-05,059902,143,NA,NA,NA,NA,NA,NA,NA
COOPER ISD,2021-09-05,060902,818,NA,NA,5,0,0,0,5
FANNINDEL ISD,2021-09-05,060914,165,NA,NA,NA,NA,NA,NA,NA
UNIVERSITY OF NORTH TEXAS,2021-09-05,061501,0,NA,NA,NA,NA,NA,NA,NA
